 zone      r         tau     1-M_r/Ms      L_r         T          P         rho        kap        eps    dlnPdlnT
 1287 -2.080E+11  1.253E+09  3.434E-01 -4.190E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1288 -2.085E+11  1.253E+09  3.440E-01 -4.223E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1289 -2.091E+11  1.253E+09  3.447E-01 -4.255E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1290 -2.096E+11  1.253E+09  3.453E-01 -4.288E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1291 -2.102E+11  1.253E+09  3.459E-01 -4.322E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1292 -2.107E+11  1.253E+09  3.465E-01 -4.355E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1293 -2.112E+11  1.253E+09  3.472E-01 -4.389E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1294 -2.118E+11  1.253E+09  3.478E-01 -4.422E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1295 -2.123E+11  1.253E+09  3.485E-01 -4.456E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1296 -2.129E+11  1.253E+09  3.491E-01 -4.490E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1297 -2.134E+11  1.253E+09  3.497E-01 -4.525E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1298 -2.140E+11  1.253E+09  3.504E-01 -4.559E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1299 -2.145E+11  1.253E+09  3.510E-01 -4.594E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1300 -2.150E+11  1.253E+09  3.517E-01 -4.628E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1301 -2.156E+11  1.253E+09  3.524E-01 -4.663E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1302 -2.161E+11  1.253E+09  3.530E-01 -4.699E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1303 -2.167E+11  1.253E+09  3.537E-01 -4.734E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1304 -2.172E+11  1.253E+09  3.544E-01 -4.769E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1305 -2.177E+11  1.253E+09  3.550E-01 -4.805E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1306 -2.183E+11  1.253E+09  3.557E-01 -4.841E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1307 -2.188E+11  1.253E+09  3.564E-01 -4.877E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1308 -2.194E+11  1.253E+09  3.571E-01 -4.913E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1309 -2.199E+11  1.253E+09  3.578E-01 -4.949E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1310 -2.204E+11  1.253E+09  3.585E-01 -4.986E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1311 -2.210E+11  1.253E+09  3.592E-01 -5.023E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1312 -2.215E+11  1.253E+09  3.599E-01 -5.060E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1313 -2.221E+11  1.253E+09  3.606E-01 -5.097E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1314 -2.226E+11  1.253E+09  3.613E-01 -5.134E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1315 -2.231E+11  1.253E+09  3.620E-01 -5.171E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1316 -2.237E+11  1.253E+09  3.627E-01 -5.209E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1317 -2.242E+11  1.253E+09  3.634E-01 -5.247E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1318 -2.248E+11  1.253E+09  3.641E-01 -5.285E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1319 -2.253E+11  1.253E+09  3.648E-01 -5.323E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1320 -2.258E+11  1.253E+09  3.656E-01 -5.361E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1321 -2.264E+11  1.253E+09  3.663E-01 -5.400E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1322 -2.269E+11  1.253E+09  3.670E-01 -5.439E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1323 -2.275E+11  1.253E+09  3.678E-01 -5.478E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1324 -2.280E+11  1.253E+09  3.685E-01 -5.517E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1325 -2.285E+11  1.253E+09  3.692E-01 -5.556E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1326 -2.291E+11  1.253E+09  3.700E-01 -5.595E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1327 -2.296E+11  1.253E+09  3.707E-01 -5.635E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1328 -2.302E+11  1.253E+09  3.715E-01 -5.675E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1329 -2.307E+11  1.253E+09  3.722E-01 -5.715E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1330 -2.312E+11  1.253E+09  3.730E-01 -5.755E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1331 -2.318E+11  1.253E+09  3.738E-01 -5.796E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1332 -2.323E+11  1.253E+09  3.745E-01 -5.836E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1333 -2.329E+11  1.253E+09  3.753E-01 -5.877E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1334 -2.334E+11  1.253E+09  3.761E-01 -5.918E+33  4.490E+08  2.898E+12  4.820E-05  3.400E-02  2.293E+03  c  0.0
 1335 -2.339E+11  1.253E+09  3.769E-01 -5.959E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1336 -2.345E+11  1.253E+09  3.776E-01 -6.000E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1337 -2.350E+11  1.253E+09  3.784E-01 -6.042E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1338 -2.356E+11  1.253E+09  3.792E-01 -6.084E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1339 -2.361E+11  1.253E+09  3.800E-01 -6.126E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1340 -2.366E+11  1.253E+09  3.808E-01 -6.168E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1341 -2.372E+11  1.253E+09  3.816E-01 -6.210E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1342 -2.377E+11  1.253E+09  3.824E-01 -6.253E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1343 -2.383E+11  1.253E+09  3.832E-01 -6.295E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1344 -2.388E+11  1.253E+09  3.840E-01 -6.338E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1345 -2.393E+11  1.253E+09  3.848E-01 -6.381E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1346 -2.399E+11  1.253E+09  3.856E-01 -6.425E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1347 -2.404E+11  1.253E+09  3.865E-01 -6.468E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1348 -2.410E+11  1.253E+09  3.873E-01 -6.512E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1349 -2.415E+11  1.253E+09  3.881E-01 -6.556E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1350 -2.420E+11  1.253E+09  3.890E-01 -6.600E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1351 -2.426E+11  1.253E+09  3.898E-01 -6.644E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1352 -2.431E+11  1.253E+09  3.906E-01 -6.688E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1353 -2.437E+11  1.253E+09  3.915E-01 -6.733E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1354 -2.442E+11  1.253E+09  3.923E-01 -6.778E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1355 -2.447E+11  1.253E+09  3.932E-01 -6.823E+33  4.490E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1356 -2.453E+11  1.253E+09  3.940E-01 -6.868E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1357 -2.458E+11  1.253E+09  3.949E-01 -6.914E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1358 -2.464E+11  1.253E+09  3.958E-01 -6.959E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1359 -2.469E+11  1.253E+09  3.966E-01 -7.005E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1360 -2.474E+11  1.253E+09  3.975E-01 -7.051E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1361 -2.480E+11  1.253E+09  3.984E-01 -7.097E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1362 -2.485E+11  1.253E+09  3.992E-01 -7.144E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1363 -2.491E+11  1.253E+09  4.001E-01 -7.191E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1364 -2.496E+11  1.253E+09  4.010E-01 -7.237E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1365 -2.501E+11  1.253E+09  4.019E-01 -7.284E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1366 -2.507E+11  1.253E+09  4.028E-01 -7.332E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1367 -2.512E+11  1.253E+09  4.037E-01 -7.379E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1368 -2.518E+11  1.253E+09  4.046E-01 -7.427E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.293E+03  c  0.0
 1369 -2.523E+11  1.253E+09  4.055E-01 -7.475E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1370 -2.529E+11  1.253E+09  4.064E-01 -7.523E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1371 -2.534E+11  1.253E+09  4.073E-01 -7.571E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1372 -2.539E+11  1.253E+09  4.082E-01 -7.620E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1373 -2.545E+11  1.253E+09  4.092E-01 -7.668E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1374 -2.550E+11  1.253E+09  4.101E-01 -7.717E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1375 -2.556E+11  1.253E+09  4.110E-01 -7.766E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1376 -2.561E+11  1.253E+09  4.119E-01 -7.816E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1377 -2.566E+11  1.253E+09  4.129E-01 -7.865E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1378 -2.572E+11  1.253E+09  4.138E-01 -7.915E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1379 -2.577E+11  1.253E+09  4.148E-01 -7.965E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1380 -2.583E+11  1.253E+09  4.157E-01 -8.015E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1381 -2.588E+11  1.253E+09  4.167E-01 -8.065E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1382 -2.593E+11  1.253E+09  4.176E-01 -8.116E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1383 -2.599E+11  1.253E+09  4.186E-01 -8.167E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1384 -2.604E+11  1.253E+09  4.195E-01 -8.218E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1385 -2.610E+11  1.253E+09  4.205E-01 -8.269E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1386 -2.615E+11  1.253E+09  4.215E-01 -8.320E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1387 -2.620E+11  1.253E+09  4.224E-01 -8.372E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1388 -2.626E+11  1.253E+09  4.234E-01 -8.424E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1389 -2.631E+11  1.253E+09  4.244E-01 -8.476E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1390 -2.637E+11  1.253E+09  4.254E-01 -8.528E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1391 -2.642E+11  1.253E+09  4.264E-01 -8.581E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1392 -2.647E+11  1.253E+09  4.274E-01 -8.633E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1393 -2.653E+11  1.253E+09  4.284E-01 -8.686E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1394 -2.658E+11  1.253E+09  4.294E-01 -8.739E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1395 -2.664E+11  1.253E+09  4.304E-01 -8.793E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1396 -2.669E+11  1.253E+09  4.314E-01 -8.846E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1397 -2.674E+11  1.253E+09  4.324E-01 -8.900E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1398 -2.680E+11  1.253E+09  4.334E-01 -8.954E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1399 -2.685E+11  1.253E+09  4.345E-01 -9.008E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1400 -2.691E+11  1.253E+09  4.355E-01 -9.063E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1401 -2.696E+11  1.253E+09  4.365E-01 -9.117E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1402 -2.701E+11  1.253E+09  4.376E-01 -9.172E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1403 -2.707E+11  1.253E+09  4.386E-01 -9.227E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1404 -2.712E+11  1.253E+09  4.397E-01 -9.283E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1405 -2.718E+11  1.253E+09  4.407E-01 -9.338E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1406 -2.723E+11  1.253E+09  4.418E-01 -9.394E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1407 -2.728E+11  1.253E+09  4.428E-01 -9.450E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1408 -2.734E+11  1.253E+09  4.439E-01 -9.506E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1409 -2.739E+11  1.253E+09  4.449E-01 -9.563E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1410 -2.745E+11  1.253E+09  4.460E-01 -9.619E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1411 -2.750E+11  1.253E+09  4.471E-01 -9.676E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1412 -2.755E+11  1.253E+09  4.482E-01 -9.733E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1413 -2.761E+11  1.253E+09  4.493E-01 -9.791E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1414 -2.766E+11  1.253E+09  4.503E-01 -9.848E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1415 -2.772E+11  1.253E+09  4.514E-01 -9.906E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1416 -2.777E+11  1.253E+09  4.525E-01 -9.964E+33  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1417 -2.782E+11  1.253E+09  4.536E-01 -1.002E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1418 -2.788E+11  1.253E+09  4.547E-01 -1.008E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1419 -2.793E+11  1.253E+09  4.558E-01 -1.014E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1420 -2.799E+11  1.253E+09  4.570E-01 -1.020E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1421 -2.804E+11  1.253E+09  4.581E-01 -1.026E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1422 -2.809E+11  1.253E+09  4.592E-01 -1.032E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1423 -2.815E+11  1.253E+09  4.603E-01 -1.038E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1424 -2.820E+11  1.253E+09  4.614E-01 -1.044E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1425 -2.826E+11  1.253E+09  4.626E-01 -1.050E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1426 -2.831E+11  1.253E+09  4.637E-01 -1.056E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1427 -2.836E+11  1.253E+09  4.649E-01 -1.062E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1428 -2.842E+11  1.253E+09  4.660E-01 -1.068E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1429 -2.847E+11  1.253E+09  4.672E-01 -1.074E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1430 -2.853E+11  1.253E+09  4.683E-01 -1.080E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1431 -2.858E+11  1.253E+09  4.695E-01 -1.086E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1432 -2.863E+11  1.253E+09  4.706E-01 -1.092E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1433 -2.869E+11  1.253E+09  4.718E-01 -1.098E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1434 -2.874E+11  1.253E+09  4.730E-01 -1.105E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1435 -2.880E+11  1.253E+09  4.742E-01 -1.111E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1436 -2.885E+11  1.253E+09  4.753E-01 -1.117E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1437 -2.890E+11  1.253E+09  4.765E-01 -1.123E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1438 -2.896E+11  1.253E+09  4.777E-01 -1.130E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1439 -2.901E+11  1.253E+09  4.789E-01 -1.136E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1440 -2.907E+11  1.253E+09  4.801E-01 -1.142E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1441 -2.912E+11  1.253E+09  4.813E-01 -1.149E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1442 -2.918E+11  1.253E+09  4.825E-01 -1.155E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1443 -2.923E+11  1.253E+09  4.838E-01 -1.162E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1444 -2.928E+11  1.253E+09  4.850E-01 -1.168E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1445 -2.934E+11  1.253E+09  4.862E-01 -1.175E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1446 -2.939E+11  1.253E+09  4.874E-01 -1.181E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1447 -2.945E+11  1.253E+09  4.887E-01 -1.188E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1448 -2.950E+11  1.253E+09  4.899E-01 -1.194E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1449 -2.955E+11  1.253E+09  4.911E-01 -1.201E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1450 -2.961E+11  1.253E+09  4.924E-01 -1.207E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1451 -2.966E+11  1.253E+09  4.936E-01 -1.214E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1452 -2.972E+11  1.253E+09  4.949E-01 -1.221E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1453 -2.977E+11  1.253E+09  4.961E-01 -1.227E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1454 -2.982E+11  1.253E+09  4.974E-01 -1.234E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1455 -2.988E+11  1.253E+09  4.987E-01 -1.241E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1456 -2.993E+11  1.253E+09  4.999E-01 -1.247E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1457 -2.999E+11  1.253E+09  5.012E-01 -1.254E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1458 -3.004E+11  1.253E+09  5.025E-01 -1.261E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1459 -3.009E+11  1.253E+09  5.038E-01 -1.268E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1460 -3.015E+11  1.253E+09  5.051E-01 -1.275E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1461 -3.020E+11  1.253E+09  5.064E-01 -1.281E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1462 -3.026E+11  1.253E+09  5.077E-01 -1.288E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1463 -3.031E+11  1.253E+09  5.090E-01 -1.295E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1464 -3.036E+11  1.253E+09  5.103E-01 -1.302E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1465 -3.042E+11  1.253E+09  5.116E-01 -1.309E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1466 -3.047E+11  1.253E+09  5.129E-01 -1.316E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1467 -3.053E+11  1.253E+09  5.142E-01 -1.323E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1468 -3.058E+11  1.253E+09  5.156E-01 -1.330E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1469 -3.063E+11  1.253E+09  5.169E-01 -1.337E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1470 -3.069E+11  1.253E+09  5.182E-01 -1.344E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1471 -3.074E+11  1.253E+09  5.196E-01 -1.351E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
 1472 -3.080E+11  1.253E+09  5.209E-01 -1.358E+34  4.491E+08  2.898E+12  4.819E-05  3.400E-02  2.294E+03  c  0.0
